college_code,college_name,branch_code,branch_name,status,home_university,seat_section,stage,category_code_raw,gender,category,disability,defense_quota,closing_rank,closing_percentile
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,I,GOBCS,Not Specified,OBC,No,No,14798,95.7536628
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,I,LOPENS,Female,OPEN,No,No,12774,96.3424067
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,I,LOBCS,Female,OBC,No,No,15087,95.6472486
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,I,TFWS,Not Specified,TFWS,No,No,14372,95.8681150
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,I,EWS,Not Specified,EW,No,No,18334,94.7364547
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,I,GOPENS,Not Specified,OPEN,No,No,27004,92.0769231
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,I,GSCS,Not Specified,SC,No,No,29152,91.4450061
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,I,GSEBCS,Not Specified,SEBC,No,No,50107,85.0571556
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,I,LOPENS,Female,OPEN,No,No,24597,92.8376317
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,I,LOBCS,Female,OBC,No,No,26902,92.1231015
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,I,DEFOPENS,Not Specified,OPEN,No,Yes,64751,80.3531469
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,I,DEFROBCS,Not Specified,OBC,No,Yes,174647,26.7336064
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,I,ORPHAN,Not Specified,ORPHAN,No,No,71160,78.2722320
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,VII,GOPENS,Not Specified,OPEN,No,No,27160,92.0737359
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,I,GOPENS,Not Specified,OPEN,No,No,14271,95.9185080
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,I,GSTS,Not Specified,ST,No,No,65065,80.0000000
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,I,GOBCS,Not Specified,OBC,No,No,16933,95.1095384
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,I,GSEBCS,Not Specified,SEBC,No,No,33196,90.1729075
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,I,TFWS,Not Specified,TFWS,No,No,15807,95.4261304
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,I,DEFRSEBCS,Not Specified,SEBC,No,Yes,96522,68.9620341
01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,I,GOPENS,Not Specified,OPEN,No,No,36139,89.2945239
01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,I,GVJS,Not Specified,VJ,No,No,72602,77.5384615
01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,I,GOBCS,Not Specified,OBC,No,No,41730,87.6322867
01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,I,PWDOPENS,Not Specified,OPEN,Yes,No,43334,87.1376478
01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,I,DEFOPENS,Not Specified,OPEN,No,Yes,104736,65.6307130
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,I,GOPENS,Not Specified,OPEN,No,No,26387,92.2706158
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,I,GSTS,Not Specified,ST,No,No,85674,73.1347962
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,I,GNT1S,Not Specified,NT-A,No,No,35310,89.6391842
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,I,GNT3S,Not Specified,NT-C,No,No,49949,85.0571556
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,I,GOBCS,Not Specified,OBC,No,No,32705,90.4110066
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,I,LOPENS,Female,OPEN,No,No,28486,91.6995640
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,I,LNT2S,Female,NT-B,No,No,70691,78.4242636
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,I,TFWS,Not Specified,TFWS,No,No,36832,89.1476381
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,I,EWS,Not Specified,EW,No,No,81885,74.0630785
01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,University Department,University,Home University,I,GOBCH,Not Specified,OBC,No,No,61965,82.4696038
01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,University Department,University,Home University,I,LOBCH,Female,OBC,No,No,56460,84.3005134
01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,University Department,University,Home University,I,GOPENO,Not Specified,OPEN,No,No,30155,91.7720943
01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,University Department,University,Home University,I,GSCO,Not Specified,SC,No,No,36428,90.0233934
01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,University Department,University,Home University,I,GNT1O,Not Specified,NT-A,No,No,97708,70.9247292
01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,University Department,University,Home University,I,GSEBCO,Not Specified,SEBC,No,No,100151,70.0246042
01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,University Department,University,Home University,I,GSCH,Not Specified,SC,No,No,200043,4.7274462
01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,University Department,University,Home University,I,GVJH,Not Specified,VJ,No,No,134585,51.5716400
01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,University Department,University,Home University,VII,GSCH,Not Specified,SC,No,No,150631,43.0314730
01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,University Department,University,Home University,VII,GVJH,Not Specified,VJ,No,No,196887,7.9877752
01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,University Department,University,Home University,VII,GOBCH,Not Specified,OBC,No,No,157446,39.2328654
01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,University Department,University,Home University,I,GOPENO,Not Specified,OPEN,No,No,81826,74.0630785
01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,University Department,University,Home University,I,GSTO,Not Specified,ST,No,No,112562,62.1365556
01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,University Department,University,Home University,VII,GOPENO,Not Specified,OPEN,No,No,127111,55.2744499
01005,"Sant Gadge Baba Amravati University,Amravati",0100552410,Paper and Pulp Technology,University Department,University,Home University,I,GOPENH,Not Specified,OPEN,No,No,152507,42.2674623
01005,"Sant Gadge Baba Amravati University,Amravati",0100552410,Paper and Pulp Technology,University Department,University,Home University,I,LOPENH,Female,OPEN,No,No,180133,22.8214173
01005,"Sant Gadge Baba Amravati University,Amravati",0100552410,Paper and Pulp Technology,University Department,University,Home University,I,GOPENH,Not Specified,OPEN,No,No,203123,0.9371709
01005,"Sant Gadge Baba Amravati University,Amravati",0100552410,Paper and Pulp Technology,University Department,University,Home University,I,GOPENO,Not Specified,OPEN,No,No,189373,15.3499592
01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,University Department,University,Home University,I,GOPENH,Not Specified,OPEN,No,No,141682,47.8015007
01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,University Department,University,Home University,I,GSCH,Not Specified,SC,No,No,167133,32.3446384
01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,University Department,University,Home University,I,GOBCH,Not Specified,OBC,No,No,162429,35.9295868
01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,University Department,University,Home University,I,GSEBCH,Not Specified,SEBC,No,No,62209,81.1295102
01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,University Department,University,Home University,VII,GOPENH,Not Specified,OPEN,No,No,176242,25.5643537
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Government,Government Institute,Home University,I,GOPENH,Not Specified,OPEN,No,No,93852,69.8941051
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Government,Government Institute,Home University,I,GSCH,Not Specified,SC,No,No,106305,64.7148712
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Government,Government Institute,Home University,I,GVJH,Not Specified,VJ,No,No,102744,66.2972028
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Government,Government Institute,Home University,I,GNT3H,Not Specified,NT-C,No,No,140318,49.1540892
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Government,Government Institute,Home University,I,GOBCH,Not Specified,OBC,No,No,110571,63.2000580
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Government,Government Institute,Home University,I,GSEBCH,Not Specified,SEBC,No,No,201943,2.5131625
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Government,Government Institute,Home University,I,LOPENH,Female,OPEN,No,No,99478,67.8236662
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Government,Government Institute,Home University,I,LNT1H,Female,NT-A,No,No,131452,53.2657343
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Government,Government Institute,Home University,II,GOPENH,Not Specified,OPEN,No,No,138179,49.7291102
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Government,Government Institute,Home University,I,GOPENO,Not Specified,OPEN,No,No,61363,81.3270637
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Government,Government Institute,Home University,I,GSCO,Not Specified,SC,No,No,105291,65.5190641
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Government,Government Institute,Home University,I,GNT2O,Not Specified,NT-B,No,No,111322,62.8632493
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Government,Government Institute,Home University,I,GSEBCO,Not Specified,SEBC,No,No,90944,71.0971787
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Government,Government Institute,Home University,II,GOPENO,Not Specified,OPEN,No,No,159287,37.6293706
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Government,Government Institute,State Level,I,TFWS,Not Specified,TFWS,No,No,95093,69.3295893
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Government,Government Institute,State Level,I,EWS,Not Specified,EW,No,No,190882,13.9047479
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Government,Government Institute,Home University,I,GOPENH,Not Specified,OPEN,No,No,47359,85.9011570
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Government,Government Institute,Home University,I,GSCH,Not Specified,SC,No,No,56585,82.8811189
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Government,Government Institute,Home University,I,GVJH,Not Specified,VJ,No,No,71846,78.1688442
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Government,Government Institute,Home University,I,GNT2H,Not Specified,NT-B,No,No,68324,79.0279720
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Government,Government Institute,Home University,I,GOBCH,Not Specified,OBC,No,No,55537,83.2103258
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Government,Government Institute,Home University,I,GSEBCH,Not Specified,SEBC,No,No,60109,81.8021201
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Government,Government Institute,Home University,I,LOPENH,Female,OPEN,No,No,53625,83.9020979
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Government,Government Institute,Home University,I,LOBCH,Female,OBC,No,No,65315,79.9894700
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Government,Government Institute,Home University,I,GOPENO,Not Specified,OPEN,No,No,25397,92.5853623
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Government,Government Institute,Home University,I,GSCO,Not Specified,SC,No,No,54945,83.4741816
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Government,Government Institute,Home University,I,GOBCO,Not Specified,OBC,No,No,40958,87.9235179
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Government,Government Institute,Home University,I,GSEBCO,Not Specified,SEBC,No,No,48787,85.4112341
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Government,Government Institute,Home University,I,LOPENO,Female,OPEN,No,No,27702,91.8738016
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Government,Government Institute,Home University,I,LSCO,Female,SC,No,No,78475,75.4880541
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Government,Government Institute,Home University,I,LOBCO,Female,OBC,No,No,33477,90.1551333
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Government,Government Institute,Home University,I,LSEBCO,Female,SEBC,No,No,93398,70.2033567
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Government,Government Institute,State Level,I,TFWS,Not Specified,TFWS,No,No,37043,89.1256809
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Government,Government Institute,State Level,I,EWS,Not Specified,EW,No,No,52225,84.3296195
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Government,Government Institute,Home University,I,GOPENH,Not Specified,OPEN,No,No,66482,79.7185003
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Government,Government Institute,Home University,I,GSCH,Not Specified,SC,No,No,125162,56.5039753
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Government,Government Institute,Home University,I,GOBCH,Not Specified,OBC,No,No,106823,64.3871019
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Government,Government Institute,Home University,I,LOPENH,Female,OPEN,No,No,87783,72.1028020
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Government,Government Institute,Home University,I,LOBCH,Female,OBC,No,No,99429,67.8236662
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Government,Government Institute,Home University,II,GOPENH,Not Specified,OPEN,No,No,116300,60.4378874
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Government,Government Institute,Home University,I,GOPENO,Not Specified,OPEN,No,No,67396,79.6033896
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Government,Government Institute,Home University,I,GVJO,Not Specified,VJ,No,No,125459,56.2929777
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Government,Government Institute,Home University,I,GNT2O,Not Specified,NT-B,No,No,81939,74.0630785
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Government,Government Institute,Home University,I,GOBCO,Not Specified,OBC,No,No,70629,78.4242636
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Government,Government Institute,Home University,I,GSEBCO,Not Specified,SEBC,No,No,84250,73.5570613
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Government,Government Institute,Home University,I,LOPENO,Female,OPEN,No,No,53947,83.7934335
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Government,Government Institute,Home University,I,LOBCO,Female,OBC,No,No,69186,78.6167398
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Government,Government Institute,State Level,I,DEFOPENS,Not Specified,OPEN,No,Yes,88866,71.6607627
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Government,Government Institute,State Level,VII,DEFOPENS,Not Specified,OPEN,No,Yes,73192,77.1631566
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,Home University,I,GOPENH,Not Specified,OPEN,No,No,69456,78.6137148
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,Home University,I,GSCH,Not Specified,SC,No,No,97939,68.3753318
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,Home University,I,GNT1H,Not Specified,NT-A,No,No,121762,57.8195751
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,Home University,I,GNT2H,Not Specified,NT-B,No,No,97186,68.4887011
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,Home University,I,GOBCH,Not Specified,OBC,No,No,81515,74.5404987
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,Home University,I,GSEBCH,Not Specified,SEBC,No,No,195138,9.8110718
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,Home University,I,LOPENH,Female,OPEN,No,No,77276,75.6538462
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,Home University,I,LSTH,Female,ST,No,No,83870,73.6159498
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,Home University,I,LOBCH,Female,OBC,No,No,191070,13.6137728
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,Home University,VII,GOPENH,Not Specified,OPEN,No,No,81666,74.5404987
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,Home University,I,PWDOPENH,Not Specified,OPEN,Yes,No,198919,5.9918095
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,Home University,I,GOPENO,Not Specified,OPEN,No,No,52140,84.4752545
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,Home University,I,GSCO,Not Specified,SC,No,No,75651,76.7694659
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,Home University,I,GNT1O,Not Specified,NT-A,No,No,72296,77.9513058
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,Home University,I,GOBCO,Not Specified,OBC,No,No,54447,83.7239356
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,Home University,I,LOPENO,Female,OPEN,No,No,69912,78.5819586
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,Home University,I,LSEBCO,Female,SEBC,No,No,119262,59.1762367
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,State Level,I,DEFOPENS,Not Specified,OPEN,No,Yes,65891,79.9072027
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,State Level,I,TFWS,Not Specified,TFWS,No,No,75438,76.8955509
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,State Level,I,ORPHAN,Not Specified,ORPHAN,No,No,191349,13.3124347
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Government,Government Institute,State Level,VII,DEFOPENS,Not Specified,OPEN,No,Yes,57864,82.4521073
01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government,Government Institute,Home University,I,GOPENH,Not Specified,OPEN,No,No,108975,63.5767823
01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government,Government Institute,Home University,I,GSCH,Not Specified,SC,No,No,123862,57.0133407
01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government,Government Institute,Home University,I,GNT3H,Not Specified,NT-C,No,No,156581,39.3601986
01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government,Government Institute,Home University,I,GOBCH,Not Specified,OBC,No,No,113407,61.6834321
01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government,Government Institute,Home University,I,GSEBCH,Not Specified,SEBC,No,No,150536,43.1964993
01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government,Government Institute,Home University,I,LOPENH,Female,OPEN,No,No,136685,50.5909012
01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government,Government Institute,Home University,I,LNT1H,Female,NT-A,No,No,138767,49.4020979
01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government,Government Institute,Home University,II,GOPENH,Not Specified,OPEN,No,No,120939,58.4401523
01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government,Government Institute,Home University,I,GOPENO,Not Specified,OPEN,No,No,94277,69.4936445
01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government,Government Institute,Home University,I,GSCO,Not Specified,SC,No,No,118986,59.1762367
01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government,Government Institute,Home University,I,GOBCO,Not Specified,OBC,No,No,95336,69.3295893
01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government,Government Institute,Home University,I,LOPENO,Female,OPEN,No,No,67037,79.6925092
01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government,Government Institute,Home University,I,LSCO,Female,SC,No,No,199877,4.8178570
01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government,Government Institute,State Level,I,DEFOPENS,Not Specified,OPEN,No,Yes,97027,68.4887011
01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government,Government Institute,State Level,I,DEFOBCS,Not Specified,OBC,No,Yes,201909,2.5131625
01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government,Government Institute,State Level,VII,DEFOPENS,Not Specified,OPEN,No,Yes,96886,68.8687467
01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided,,Home University,I,GOPENH,Not Specified,OPEN,No,No,19760,94.2892243
01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided,,Home University,I,GOPENO,Not Specified,OPEN,No,No,24131,92.9765542
01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided,,Home University,I,GOBCO,Not Specified,OBC,No,No,25869,92.4172762
01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided,,Home University,I,LOPENO,Female,OPEN,No,No,20779,93.9467062
01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided,,Home University,I,LSTO,Female,ST,No,No,173946,28.2789485
01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided,,Home University,I,LOBCO,Female,OBC,No,No,23429,93.1848615
01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided,,State Level,I,DEFSEBCS,Not Specified,SEBC,No,Yes,19151,94.4741287
01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided,,State Level,VII,DEFSEBCS,Not Specified,SEBC,No,Yes,18245,94.7424061
01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided,,Home University,I,GOPENH,Not Specified,OPEN,No,No,20575,94.0166833
01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided,,Home University,I,GSEBCH,Not Specified,SEBC,No,No,39710,88.2484746
01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided,,Home University,I,PWDROBCH,Not Specified,OBC,Yes,No,90718,71.1730870
01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided,,Home University,I,GOPENO,Not Specified,OPEN,No,No,27980,91.7968608
01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided,,Home University,I,GSEBCO,Not Specified,SEBC,No,No,35804,89.4898417
01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided,,State Level,I,TFWS,Not Specified,TFWS,No,No,19995,94.2050981
